P000000659,09/04/2009,01/01/9999,180
P000000660,09/04/2009,01/01/9999,200
P000000661,09/04/2009,01/01/9999,390
P000000662,09/05/2009,01/01/9999,610
P000000663,09/05/2009,01/01/9999,710
P000000664,09/05/2009,01/01/9999,430
P000000665,09/06/2009,01/01/9999,860
P000000666,09/07/2009,01/01/9999,1000
P000000667,09/07/2009,01/01/9999,780
P000000668,09/07/2009,01/01/9999,810
P000000669,09/07/2009,01/01/9999,240
P000000670,09/08/2009,01/01/9999,870
P000000671,09/08/2009,01/01/9999,1000
P000000672,09/08/2009,01/01/9999,220
P000000673,09/09/2009,01/01/9999,570
P000000674,09/10/2009,01/01/9999,440
P000000675,09/10/2009,01/01/9999,590
P000000676,09/11/2009,01/01/9999,890
P000000677,09/11/2009,01/01/9999,2890
P000000678,09/11/2009,01/01/9999,2900
P000000679,09/11/2009,01/01/9999,1480
P000000680,09/12/2009,01/01/9999,2820
P000000681,09/12/2009,01/01/9999,3770
P000000682,09/13/2009,01/01/9999,3100
P000000683,09/13/2009,01/01/9999,2540
P000000684,09/14/2009,01/01/9999,1800
P000000685,09/14/2009,01/01/9999,2960
P000000686,09/14/2009,01/01/9999,8750
P000000687,09/15/2009,01/01/9999,6140
P000000688,09/15/2009,01/01/9999,8300
P000000689,09/15/2009,01/01/9999,7130
P000000690,09/16/2009,01/01/9999,1800
P000000691,09/16/2009,01/01/9999,6700
P000000692,09/17/2009,01/01/9999,5920
P000000693,09/19/2009,01/01/9999,6600
P000000694,09/19/2009,01/01/9999,5200
P000000695,09/19/2009,01/01/9999,4320
P000000696,09/20/2009,01/01/9999,4700
P000000697,09/21/2009,01/01/9999,420
P000000698,09/21/2009,01/01/9999,420
P000000699,09/22/2009,01/01/9999,530
P000000700,09/23/2009,01/01/9999,260
P000000701,09/24/2009,01/01/9999,210
P000000702,09/24/2009,01/01/9999,250
P000000703,09/24/2009,01/01/9999,130
P000000704,09/25/2009,01/01/9999,280
P000000705,09/25/2009,01/01/9999,240
P000000706,09/26/2009,01/01/9999,870
P000000707,09/26/2009,01/01/9999,260
P000000708,09/26/2009,01/01/9999,860
P000000709,09/28/2009,01/01/9999,590
P000000710,09/28/2009,01/01/9999,360
P000000711,09/29/2009,01/01/9999,260
P000000712,09/29/2009,01/01/9999,630
P000000713,09/30/2009,01/01/9999,470
P000000714,09/30/2009,01/01/9999,540
P000000715,09/30/2009,01/01/9999,5100
P000000716,10/02/2009,01/01/9999,740
P000000717,10/02/2009,01/01/9999,290
P000000718,10/02/2009,01/01/9999,570
P000000719,10/02/2009,01/01/9999,430
P000000720,10/02/2009,01/01/9999,980
P000000721,10/03/2009,01/01/9999,330
P000000722,10/03/2009,01/01/9999,580
P000000723,10/04/2009,01/01/9999,840
P000000724,10/04/2009,01/01/9999,250
P000000725,10/05/2009,01/01/9999,810
P000000726,10/05/2009,01/01/9999,800
P000000727,10/06/2009,01/01/9999,350
P000000728,10/06/2009,01/01/9999,300
P000000729,10/06/2009,01/01/9999,840
P000000730,10/07/2009,01/01/9999,490
P000000731,10/08/2009,01/01/9999,780
P000000732,10/08/2009,01/01/9999,420
P000000733,10/09/2009,01/01/9999,940
P000000734,10/09/2009,01/01/9999,810
P000000735,10/09/2009,01/01/9999,680
P000000736,10/10/2009,01/01/9999,840
P000000737,10/10/2009,01/01/9999,370
P000000738,10/10/2009,01/01/9999,550
P000000739,10/10/2009,01/01/9999,350
P000000740,10/10/2009,01/01/9999,830
P000000741,10/11/2009,01/01/9999,570
P000000742,10/11/2009,01/01/9999,810
P000000743,10/11/2009,01/01/9999,1500
P000000744,10/11/2009,01/01/9999,630
P000000745,10/12/2009,01/01/9999,830
P000000746,10/12/2009,01/01/9999,690
P000000747,10/13/2009,01/01/9999,310
P000000748,10/13/2009,01/01/9999,770
P000000749,10/13/2009,01/01/9999,470
P000000750,10/13/2009,01/01/9999,940
P000000751,10/13/2009,01/01/9999,650
P000000752,10/15/2009,01/01/9999,480
P000000753,10/15/2009,01/01/9999,1000
P000000754,10/15/2009,01/01/9999,930
P000000755,10/16/2009,01/01/9999,1000
P000000756,10/16/2009,01/01/9999,730
P000000757,10/17/2009,01/01/9999,1240
P000000758,10/18/2009,01/01/9999,770
P000000759,10/18/2009,01/01/9999,660
P000000760,10/18/2009,01/01/9999,350
P000000761,10/18/2009,01/01/9999,940
P000000762,10/19/2009,01/01/9999,600
P000000763,10/19/2009,01/01/9999,480
P000000764,10/20/2009,01/01/9999,240
P000000765,10/20/2009,01/01/9999,160
P000000766,10/20/2009,01/01/9999,340
P000000767,10/20/2009,01/01/9999,170
P000000768,10/20/2009,01/01/9999,830
P000000769,10/20/2009,01/01/9999,170
P000000770,10/20/2009,01/01/9999,790
P000000771,10/21/2009,01/01/9999,890
P000000772,10/22/2009,01/01/9999,760
P000000773,10/22/2009,01/01/9999,1600
P000000774,10/23/2009,01/01/9999,1400
P000000775,10/23/2009,01/01/9999,1570
P000000776,10/23/2009,01/01/9999,1530
P000000777,10/23/2009,01/01/9999,4910
P000000778,10/24/2009,01/01/9999,3300
P000000779,10/25/2009,01/01/9999,9600
P000000780,10/25/2009,01/01/9999,6400
P000000781,10/26/2009,01/01/9999,5800
P000000782,10/26/2009,01/01/9999,20000
P000000783,10/27/2009,01/01/9999,12000
P000000784,10/28/2009,01/01/9999,13100
P000000785,10/28/2009,01/01/9999,16250
P000000786,10/28/2009,01/01/9999,15600
P000000787,10/29/2009,01/01/9999,9980
P000000788,10/29/2009,01/01/9999,7700
P000000789,10/30/2009,01/01/9999,4000
P000000790,10/30/2009,01/01/9999,4490
P000000791,10/30/2009,01/01/9999,3600
P000000792,10/31/2009,01/01/9999,3310
P000000793,11/01/2009,01/01/9999,5000
P000000794,11/01/2009,01/01/9999,6520
P000000795,11/02/2009,01/01/9999,4170
P000000796,11/02/2009,01/01/9999,4500
P000000797,11/02/2009,01/01/9999,8400
P000000798,11/02/2009,01/01/9999,9500
P000000799,11/02/2009,01/01/9999,4410
P000000800,11/02/2009,01/01/9999,2610
P000000801,11/03/2009,01/01/9999,8920
P000000802,11/03/2009,01/01/9999,9000
P000000803,11/03/2009,01/01/9999,2850
P000000804,11/03/2009,01/01/9999,2580
P000000805,11/04/2009,01/01/9999,2880
P000000806,11/04/2009,01/01/9999,2410
P000000807,11/04/2009,01/01/9999,2700
P000000808,11/05/2009,01/01/9999,2180
P000000809,11/05/2009,01/01/9999,8500
P000000810,11/05/2009,01/01/9999,2370
P000000811,11/05/2009,01/01/9999,3700
P000000812,11/05/2009,01/01/9999,4600
P000000813,11/05/2009,01/01/9999,1300
P000000814,11/05/2009,01/01/9999,8500
P000000815,11/06/2009,01/01/9999,6950
P000000816,11/06/2009,01/01/9999,7610
P000000817,11/06/2009,01/01/9999,7590
P000000818,11/07/2009,01/01/9999,7900
P000000819,11/07/2009,01/01/9999,5600
P000000820,11/08/2009,01/01/9999,3900
P000000821,11/09/2009,01/01/9999,4200
P000000822,11/09/2009,01/01/9999,540
P000000823,11/12/2009,01/01/9999,1360
P000000824,11/12/2009,01/01/9999,2590
P000000825,11/12/2009,01/01/9999,2960
P000000826,11/13/2009,01/01/9999,2410
P000000827,11/14/2009,01/01/9999,6800
P000000828,11/14/2009,01/01/9999,1650
P000000829,11/14/2009,01/01/9999,1300
P000000830,11/14/2009,01/01/9999,1200
P000000831,11/15/2009,01/01/9999,1490
P000000832,11/15/2009,01/01/9999,1770
P000000833,11/15/2009,01/01/9999,1610
P000000834,11/15/2009,01/01/9999,1810
P000000835,11/16/2009,01/01/9999,1320
P000000836,11/16/2009,01/01/9999,1360
P000000837,11/16/2009,01/01/9999,1590
P000000838,11/17/2009,01/01/9999,3600
P000000839,11/17/2009,01/01/9999,2990
P000000840,11/17/2009,01/01/9999,2750
P000000841,11/18/2009,01/01/9999,2390
P000000842,11/18/2009,01/01/9999,2810
P000000843,11/18/2009,01/01/9999,2590
P000000844,11/19/2009,01/01/9999,2430
P000000845,11/19/2009,01/01/9999,2430
P000000846,11/20/2009,01/01/9999,700
P000000847,11/20/2009,01/01/9999,4840
P000000848,11/22/2009,01/01/9999,5900
P000000849,11/22/2009,01/01/9999,6300
P000000850,11/22/2009,01/01/9999,6700
P000000851,11/23/2009,01/01/9999,8200
P000000852,11/23/2009,01/01/9999,9500
P000000853,11/23/2009,01/01/9999,3600
P000000854,11/24/2009,01/01/9999,6200
P000000855,11/24/2009,01/01/9999,3100
P000000856,11/25/2009,01/01/9999,7200
P000000857,11/25/2009,01/01/9999,7000
P000000858,11/25/2009,01/01/9999,4570
P000000859,11/25/2009,01/01/9999,12280
P000000860,11/25/2009,01/01/9999,180
P000000861,11/27/2009,01/01/9999,26720
P000000862,11/27/2009,01/01/9999,10000
P000000863,11/28/2009,01/01/9999,15100
P000000864,11/29/2009,01/01/9999,4700
P000000865,11/29/2009,01/01/9999,15800
P000000866,11/29/2009,01/01/9999,12880
P000000867,11/29/2009,01/01/9999,12270
P000000868,11/29/2009,01/01/9999,6100
P000000869,12/01/2009,01/01/9999,6200
P000000870,12/01/2009,01/01/9999,7890
P000000871,12/01/2009,01/01/9999,7550
P000000872,12/02/2009,01/01/9999,8700
P000000873,12/03/2009,01/01/9999,8400
P000000874,12/04/2009,01/01/9999,8200
P000000875,12/04/2009,01/01/9999,9440
P000000876,12/04/2009,01/01/9999,9800
P000000877,12/04/2009,01/01/9999,9780
P000000878,12/05/2009,01/01/9999,840
P000000879,12/05/2009,01/01/9999,970
P000000880,12/05/2009,01/01/9999,420
P000000881,12/05/2009,01/01/9999,900
P000000882,12/05/2009,01/01/9999,540
P000000883,12/06/2009,01/01/9999,1500
P000000884,12/06/2009,01/01/9999,1170
P000000885,12/07/2009,01/01/9999,1200
P000000886,12/07/2009,01/01/9999,1940
P000000887,12/08/2009,01/01/9999,1790
P000000888,12/08/2009,01/01/9999,830
P000000889,12/08/2009,01/01/9999,410
P000000890,12/09/2009,01/01/9999,650
P000000891,12/09/2009,01/01/9999,350
P000000892,12/10/2009,01/01/9999,430
P000000893,12/10/2009,01/01/9999,900
P000000894,12/10/2009,01/01/9999,770
P000000895,12/10/2009,01/01/9999,650
P000000896,12/10/2009,01/01/9999,860
P000000897,12/11/2009,01/01/9999,780
P000000898,12/11/2009,01/01/9999,250
P000000899,12/11/2009,01/01/9999,240
P000000900,12/11/2009,01/01/9999,240
P000000901,12/12/2009,01/01/9999,250
P000000902,12/12/2009,01/01/9999,210
P000000903,12/12/2009,01/01/9999,330
P000000904,12/12/2009,01/01/9999,320
P000000905,12/12/2009,01/01/9999,330
P000000906,12/13/2009,01/01/9999,320
P000000907,12/13/2009,01/01/9999,340
P000000908,12/13/2009,01/01/9999,110
P000000909,12/14/2009,01/01/9999,150
P000000910,12/14/2009,01/01/9999,190
P000000911,12/14/2009,01/01/9999,270
P000000912,12/15/2009,01/01/9999,270
P000000913,12/17/2009,01/01/9999,930
P000000914,12/17/2009,01/01/9999,990
P000000915,12/17/2009,01/01/9999,840
P000000916,12/18/2009,01/01/9999,820
P000000917,12/19/2009,01/01/9999,890
P000000918,12/19/2009,01/01/9999,270
P000000919,12/20/2009,01/01/9999,310
P000000920,12/20/2009,01/01/9999,390
P000000921,12/21/2009,01/01/9999,260
P000000922,12/22/2009,01/01/9999,280
P000000923,12/22/2009,01/01/9999,2900
P000000924,12/22/2009,01/01/9999,2740
P000000925,12/23/2009,01/01/9999,2700
P000000926,12/23/2009,01/01/9999,2440
P000000927,12/24/2009,01/01/9999,2810
P000000928,12/25/2009,01/01/9999,480
P000000929,12/25/2009,01/01/9999,490
P000000930,12/25/2009,01/01/9999,470
P000000931,12/26/2009,01/01/9999,520
P000000932,12/26/2009,01/01/9999,490
P000000933,12/27/2009,01/01/9999,690
P000000934,12/27/2009,01/01/9999,680
P000000935,12/27/2009,01/01/9999,650
P000000936,12/28/2009,01/01/9999,630
P000000937,12/28/2009,01/01/9999,660
P000000938,12/29/2009,01/01/9999,1290
P000000939,12/29/2009,01/01/9999,1540
P000000940,12/29/2009,01/01/9999,1430
P000000941,12/30/2009,01/01/9999,1400
P000000942,12/30/2009,01/01/9999,1840
P000000943,12/30/2009,01/01/9999,2300
P000000944,12/30/2009,01/01/9999,1540
P000000945,12/30/2009,01/01/9999,1690
P000000946,12/31/2009,01/01/9999,1650
P000000947,12/31/2009,01/01/9999,1900
P000000948,12/31/2009,01/01/9999,1590
P000000949,12/31/2009,01/01/9999,2840
P000000950,01/01/2010,01/01/9999,1600
P000000951,01/01/2010,01/01/9999,1360
P000000952,01/02/2010,01/01/9999,1230
P000000953,01/03/2010,01/01/9999,7800
P000000954,01/03/2010,01/01/9999,5610
P000000955,01/03/2010,01/01/9999,4260
P000000956,01/04/2010,01/01/9999,5760
P000000957,01/04/2010,01/01/9999,2500
P000000958,01/04/2010,01/01/9999,6690
P000000959,01/05/2010,01/01/9999,5690
P000000960,01/05/2010,01/01/9999,6140
P000000961,01/06/2010,01/01/9999,3300
P000000962,01/06/2010,01/01/9999,7100
P000000963,01/07/2010,01/01/9999,950
P000000964,01/07/2010,01/01/9999,800
P000000965,01/07/2010,01/01/9999,730
P000000966,01/07/2010,01/01/9999,890
P000000967,01/07/2010,01/01/9999,690
P000000968,01/10/2010,01/01/9999,630
P000000969,01/10/2010,01/01/9999,740
P000000970,01/10/2010,01/01/9999,690
P000000971,01/10/2010,01/01/9999,770
P000000972,01/11/2010,01/01/9999,450
P000000973,01/11/2010,01/01/9999,880
P000000974,01/11/2010,01/01/9999,830
P000000975,01/11/2010,01/01/9999,810
P000000976,01/11/2010,01/01/9999,850
P000000977,01/12/2010,01/01/9999,760
P000000978,01/12/2010,01/01/9999,420
P000000979,01/12/2010,01/01/9999,500
P000000980,01/13/2010,01/01/9999,790
P000000981,01/13/2010,01/01/9999,490
P000000982,01/14/2010,01/01/9999,560
P000000983,01/14/2010,01/01/9999,2870
P000000984,01/14/2010,01/01/9999,2620
P000000985,01/15/2010,01/01/9999,2880
P000000986,01/16/2010,01/01/9999,2970
P000000987,01/16/2010,01/01/9999,2610
P000000988,01/17/2010,01/01/9999,520
P000000989,01/18/2010,01/01/9999,610
P000000990,01/18/2010,01/01/9999,530
P000000991,01/18/2010,01/01/9999,1850
P000000992,01/18/2010,01/01/9999,1300
P000000993,01/19/2010,01/01/9999,1310
P000000994,01/19/2010,01/01/9999,1610
P000000995,01/19/2010,01/01/9999,1130
P000000996,01/20/2010,01/01/9999,1280
P000000997,01/20/2010,01/01/9999,1580
P000000998,01/20/2010,01/01/9999,1930
P000000999,01/21/2010,01/01/9999,1500
P000001000,01/22/2010,01/01/9999,1540
P000001001,01/22/2010,01/01/9999,1240
P000001002,01/24/2010,01/01/9999,1420
P000001003,01/24/2010,01/01/9999,1560
P000001004,01/25/2010,01/01/9999,790
P000001005,01/25/2010,01/01/9999,840
P000001006,01/27/2010,01/01/9999,640
P000001007,01/29/2010,01/01/9999,1370
P000001008,01/30/2010,01/01/9999,540
P000001009,01/30/2010,01/01/9999,660
P000001010,01/31/2010,01/01/9999,690
P000001011,02/01/2010,01/01/9999,490
P000001012,02/01/2010,01/01/9999,440
P000001013,02/01/2010,01/01/9999,480
P000001014,02/01/2010,01/01/9999,440
P000001015,02/01/2010,01/01/9999,520
P000001016,02/01/2010,01/01/9999,140
P000001017,02/02/2010,01/01/9999,250
P000001018,02/02/2010,01/01/9999,220
P000001019,02/04/2010,01/01/9999,110
P000001020,02/04/2010,01/01/9999,120
P000001021,02/04/2010,01/01/9999,100
P000001022,02/05/2010,01/01/9999,170
P000001023,02/05/2010,01/01/9999,130
P000001024,02/05/2010,01/01/9999,160
P000001025,02/06/2010,01/01/9999,130
P000001026,02/07/2010,01/01/9999,200
P000001027,02/07/2010,01/01/9999,210
P000001028,02/07/2010,01/01/9999,260
P000001029,02/08/2010,01/01/9999,290
P000001030,02/08/2010,01/01/9999,280
P000001031,02/08/2010,01/01/9999,120
P000001032,02/09/2010,01/01/9999,930
P000001033,02/09/2010,01/01/9999,420
P000001034,02/09/2010,01/01/9999,750
P000001035,02/09/2010,01/01/9999,630
P000001036,02/10/2010,01/01/9999,820
P000001037,02/10/2010,01/01/9999,1150
P000001038,02/10/2010,01/01/9999,1340
P000001039,02/11/2010,01/01/9999,780
P000001040,02/11/2010,01/01/9999,1180
P000001041,02/12/2010,01/01/9999,130
P000001042,02/12/2010,01/01/9999,190
P000001043,02/12/2010,01/01/9999,210
P000001044,02/12/2010,01/01/9999,260
P000001045,02/13/2010,01/01/9999,240
P000001046,02/14/2010,01/01/9999,24840
P000001047,02/15/2010,01/01/9999,18070
P000001048,02/15/2010,01/01/9999,17870
P000001049,02/15/2010,01/01/9999,11840
P000001050,02/16/2010,01/01/9999,11750
P000001051,02/17/2010,01/01/9999,740
P000001052,02/17/2010,01/01/9999,820
P000001053,02/18/2010,01/01/9999,710
P000001054,02/18/2010,01/01/9999,810
P000001055,02/18/2010,01/01/9999,850
P000001056,02/19/2010,01/01/9999,7860
P000001057,02/20/2010,01/01/9999,3210
P000001058,02/20/2010,01/01/9999,4100
P000001059,02/21/2010,01/01/9999,1160
P000001060,02/21/2010,01/01/9999,430
P000001061,02/22/2010,01/01/9999,630
P000001062,02/22/2010,01/01/9999,570
P000001063,02/22/2010,01/01/9999,850
P000001064,02/22/2010,01/01/9999,790
P000001065,02/23/2010,01/01/9999,780
P000001066,02/23/2010,01/01/9999,560
P000001067,02/25/2010,01/01/9999,990
P000001068,02/26/2010,01/01/9999,1280
P000001069,02/26/2010,01/01/9999,720
P000001070,02/26/2010,01/01/9999,760
P000001071,02/27/2010,01/01/9999,940
P000001072,02/27/2010,01/01/9999,710
P000001073,02/28/2010,01/01/9999,1310
P000001074,02/28/2010,01/01/9999,790
P000001075,03/01/2010,01/01/9999,760
P000001076,03/01/2010,01/01/9999,960
P000001077,03/01/2010,01/01/9999,980
P000001078,03/01/2010,01/01/9999,880
P000001079,03/02/2010,01/01/9999,920
P000001080,03/03/2010,01/01/9999,750
P000001081,03/03/2010,01/01/9999,4100
P000001082,03/04/2010,01/01/9999,2600
P000001083,03/05/2010,01/01/9999,4870
P000001084,03/05/2010,01/01/9999,6300
P000001085,03/05/2010,01/01/9999,7600
P000001086,03/05/2010,01/01/9999,2600
P000001087,03/06/2010,01/01/9999,4700
P000001088,03/06/2010,01/01/9999,5200
P000001089,03/06/2010,01/01/9999,5500
P000001090,03/07/2010,01/01/9999,2200
P000001091,03/07/2010,01/01/9999,2100
P000001092,03/07/2010,01/01/9999,3800
P000001093,03/08/2010,01/01/9999,3200
P000001094,03/08/2010,01/01/9999,3000
P000001095,03/09/2010,01/01/9999,4600
P000001096,03/09/2010,01/01/9999,3600
P000001097,03/09/2010,01/01/9999,3140
P000001098,03/09/2010,01/01/9999,3510
P000001099,03/10/2010,01/01/9999,3430
P000001100,03/10/2010,01/01/9999,3490
P000001101,03/10/2010,01/01/9999,8800
P000001102,03/11/2010,01/01/9999,5300
P000001103,03/11/2010,01/01/9999,5700
P000001104,03/11/2010,01/01/9999,5170
P000001105,03/11/2010,01/01/9999,6100
P000001106,03/12/2010,01/01/9999,1200
P000001107,03/12/2010,01/01/9999,2500
P000001108,03/13/2010,01/01/9999,1980
P000001109,03/13/2010,01/01/9999,1440
P000001110,03/13/2010,01/01/9999,1540
P000001111,03/13/2010,01/01/9999,580
P000001112,03/13/2010,01/01/9999,440
P000001113,03/15/2010,01/01/9999,420
P000001114,03/15/2010,01/01/9999,440
P000001115,03/15/2010,01/01/9999,420
P000001116,03/16/2010,01/01/9999,510
P000001117,03/17/2010,01/01/9999,670
P000001118,03/17/2010,01/01/9999,590
P000001119,03/17/2010,01/01/9999,590
P000001120,03/18/2010,01/01/9999,660
P000001121,03/19/2010,01/01/9999,440
P000001122,03/19/2010,01/01/9999,280
P000001123,03/19/2010,01/01/9999,380
P000001124,03/19/2010,01/01/9999,220
P000001125,03/20/2010,01/01/9999,340
P000001126,03/20/2010,01/01/9999,2350
P000001127,03/21/2010,01/01/9999,1880
P000001128,03/21/2010,01/01/9999,1520
P000001129,03/21/2010,01/01/9999,2110
P000001130,03/23/2010,01/01/9999,2750
P000001131,03/23/2010,01/01/9999,300
P000001132,03/23/2010,01/01/9999,240
P000001133,03/24/2010,01/01/9999,400
P000001134,03/25/2010,01/01/9999,710
P000001135,03/25/2010,01/01/9999,600
P000001136,03/26/2010,01/01/9999,270
P000001137,03/27/2010,01/01/9999,120
P000001138,03/27/2010,01/01/9999,320
P000001139,03/27/2010,01/01/9999,420
P000001140,03/28/2010,01/01/9999,270
P000001141,03/28/2010,01/01/9999,760
P000001142,03/29/2010,01/01/9999,650
P000001143,03/29/2010,01/01/9999,840
P000001144,03/29/2010,01/01/9999,920
P000001145,03/30/2010,01/01/9999,320
P000001146,03/30/2010,01/01/9999,860
P000001147,03/31/2010,01/01/9999,780
P000001148,04/01/2010,01/01/9999,1000
P000001149,04/01/2010,01/01/9999,1290
P000001150,04/02/2010,01/01/9999,1860
P000001151,04/02/2010,01/01/9999,2600
P000001152,04/02/2010,01/01/9999,2200
P000001153,04/03/2010,01/01/9999,2850
P000001154,04/03/2010,01/01/9999,2650
P000001155,04/04/2010,01/01/9999,550
P000001156,04/04/2010,01/01/9999,580
P000001157,04/04/2010,01/01/9999,780
P000001158,04/05/2010,01/01/9999,640
P000001159,04/05/2010,01/01/9999,600
P000001160,04/06/2010,01/01/9999,520
P000001161,04/06/2010,01/01/9999,560
P000001162,04/06/2010,01/01/9999,520
P000001163,04/07/2010,01/01/9999,410
P000001164,04/08/2010,01/01/9999,570
P000001165,04/08/2010,01/01/9999,760
P000001166,04/08/2010,01/01/9999,520
P000001167,04/08/2010,01/01/9999,750
P000001168,04/08/2010,01/01/9999,600
P000001169,04/09/2010,01/01/9999,330
P000001170,04/11/2010,01/01/9999,4250
P000001171,04/11/2010,01/01/9999,4930
P000001172,04/12/2010,01/01/9999,6640
P000001173,04/12/2010,01/01/9999,7600
P000001174,04/12/2010,01/01/9999,4600
P000001175,04/12/2010,01/01/9999,1890
P000001176,04/12/2010,01/01/9999,1950
P000001177,04/13/2010,01/01/9999,1670
P000001178,04/14/2010,01/01/9999,1890
P000001179,04/14/2010,01/01/9999,1320
P000001180,04/14/2010,01/01/9999,4600
P000001181,04/15/2010,01/01/9999,5130
P000001182,04/16/2010,01/01/9999,3500
P000001183,04/16/2010,01/01/9999,4900
P000001184,04/17/2010,01/01/9999,3400
P000001185,04/17/2010,01/01/9999,7000
P000001186,04/17/2010,01/01/9999,5200
P000001187,04/17/2010,01/01/9999,8000
P000001188,04/17/2010,01/01/9999,9100
P000001189,04/17/2010,01/01/9999,9900
P000001190,04/17/2010,01/01/9999,18810
P000001191,04/18/2010,01/01/9999,12810
P000001192,04/19/2010,01/01/9999,13200
P000001193,04/19/2010,01/01/9999,18450
P000001194,04/19/2010,01/01/9999,11410
P000001195,04/20/2010,01/01/9999,14900
P000001196,04/20/2010,01/01/9999,13500
P000001197,04/20/2010,01/01/9999,11800
P000001198,04/20/2010,01/01/9999,11260
P000001199,04/21/2010,01/01/9999,11230
P000001200,04/21/2010,01/01/9999,3920
P000001201,04/21/2010,01/01/9999,3800
P000001202,04/21/2010,01/01/9999,4600
P000001203,04/22/2010,01/01/9999,4100
P000001204,04/22/2010,01/01/9999,4270
P000001205,04/22/2010,01/01/9999,3570
P000001206,04/22/2010,01/01/9999,3720
P000001207,04/23/2010,01/01/9999,3850
P000001208,04/23/2010,01/01/9999,3370
P000001209,04/24/2010,01/01/9999,3300
P000001210,04/24/2010,01/01/9999,600
P000001211,04/24/2010,01/01/9999,600
P000001212,04/25/2010,01/01/9999,690
P000001213,04/25/2010,01/01/9999,680
P000001214,04/26/2010,01/01/9999,620
P000001215,04/26/2010,01/01/9999,530
P000001216,04/27/2010,01/01/9999,560
P000001217,04/28/2010,01/01/9999,420
P000001218,04/28/2010,01/01/9999,360
P000001219,04/29/2010,01/01/9999,780
P000001220,04/29/2010,01/01/9999,1680
P000001221,04/30/2010,01/01/9999,1850
P000001222,04/30/2010,01/01/9999,2100
P000001223,04/30/2010,01/01/9999,1510
P000001224,04/30/2010,01/01/9999,1700
P000001225,04/30/2010,01/01/9999,1420
P000001226,05/01/2010,01/01/9999,1000
P000001227,05/01/2010,01/01/9999,1280
P000001228,05/01/2010,01/01/9999,1370
P000001229,05/01/2010,01/01/9999,1500
P000001230,05/02/2010,01/01/9999,1900
P000001231,05/03/2010,01/01/9999,1520
P000001232,05/03/2010,01/01/9999,1650
P000001233,05/03/2010,01/01/9999,1730
P000001234,05/04/2010,01/01/9999,1880
P000001235,05/04/2010,01/01/9999,4730
P000001236,05/04/2010,01/01/9999,4590
P000001237,05/04/2010,01/01/9999,4760
P000001238,05/04/2010,01/01/9999,4320
P000001239,05/04/2010,01/01/9999,4890
P000001240,05/05/2010,01/01/9999,1360
P000001241,05/05/2010,01/01/9999,1340
P000001242,05/05/2010,01/01/9999,1390
P000001243,05/05/2010,01/01/9999,1360
P000001244,05/06/2010,01/01/9999,1360
P000001245,05/06/2010,01/01/9999,600
P000001246,05/06/2010,01/01/9999,650
P000001247,05/06/2010,01/01/9999,650
P000001248,05/06/2010,01/01/9999,660
P000001249,05/06/2010,01/01/9999,660
P000001250,05/06/2010,01/01/9999,1310
P000001251,05/06/2010,01/01/9999,1370
P000001252,05/06/2010,01/01/9999,650
P000001253,05/08/2010,01/01/9999,660
P000001254,05/08/2010,01/01/9999,610
P000001255,05/09/2010,01/01/9999,650
P000001256,05/10/2010,01/01/9999,630
P000001257,05/10/2010,01/01/9999,480
P000001258,05/10/2010,01/01/9999,470
P000001259,05/10/2010,01/01/9999,480
P000001260,05/10/2010,01/01/9999,470
P000001261,05/11/2010,01/01/9999,540
P000001262,05/11/2010,01/01/9999,490
P000001263,05/12/2010,01/01/9999,490
P000001264,05/12/2010,01/01/9999,490
P000001265,05/12/2010,01/01/9999,1970
P000001266,05/12/2010,01/01/9999,1880
P000001267,05/13/2010,01/01/9999,1890
P000001268,05/13/2010,01/01/9999,2270
P000001269,05/13/2010,01/01/9999,2500
P000001270,05/14/2010,01/01/9999,6910
P000001271,05/14/2010,01/01/9999,6830
P000001272,05/15/2010,01/01/9999,7370
P000001273,05/15/2010,01/01/9999,7470
P000001274,05/15/2010,01/01/9999,6810
P000001275,05/16/2010,01/01/9999,3840
P000001276,05/17/2010,01/01/9999,3460
P000001277,05/17/2010,01/01/9999,3200
P000001278,05/17/2010,01/01/9999,3830
P000001279,05/17/2010,01/01/9999,3630
P000001280,05/17/2010,01/01/9999,1550
P000001281,05/17/2010,01/01/9999,1080
P000001282,05/17/2010,01/01/9999,1400
P000001283,05/18/2010,01/01/9999,1180
P000001284,05/19/2010,01/01/9999,1630
P000001285,05/19/2010,01/01/9999,2670
P000001286,05/20/2010,01/01/9999,2600
P000001287,05/21/2010,01/01/9999,2170
P000001288,05/21/2010,01/01/9999,2060
P000001289,05/22/2010,01/01/9999,2870
P000001290,05/22/2010,01/01/9999,9270
P000001291,05/22/2010,01/01/9999,9100
P000001292,05/23/2010,01/01/9999,9500
P000001293,05/24/2010,01/01/9999,9410
P000001294,05/24/2010,01/01/9999,9380
P000001295,05/25/2010,01/01/9999,500
P000001296,05/25/2010,01/01/9999,480
P000001297,05/25/2010,01/01/9999,480
P000001298,05/25/2010,01/01/9999,480
P000001299,05/25/2010,01/01/9999,480
P000001300,05/25/2010,01/01/9999,500
P000001301,05/26/2010,01/01/9999,510
P000001302,05/26/2010,01/01/9999,410
P000001303,05/27/2010,01/01/9999,460
P000001304,05/27/2010,01/01/9999,490
P000001305,05/27/2010,01/01/9999,1200
P000001306,05/27/2010,01/01/9999,1990
P000001307,05/28/2010,01/01/9999,1960
P000001308,05/28/2010,01/01/9999,1630
